SCHOOL_NAME,COUNTY_CODE,DISTRICT_CODE,SCHOOL_CODE,COUNTY_NAME,DISTRICT_NAME,FacultyAttendance
New Brunswick Middle School,23,3530,55,MIDDLESEX,NEW BRUNSWICK CITY,96
A Chester Redshaw School,23,3530,60,MIDDLESEX,NEW BRUNSWICK CITY,96
Lincoln Elementary School,23,3530,80,MIDDLESEX,NEW BRUNSWICK CITY,96
Livingston Elementary School,23,3530,90,MIDDLESEX,NEW BRUNSWICK CITY,96
Lord Stlrling Elementary School,23,3530,100,MIDDLESEX,NEW BRUNSWICK CITY,96
Mckinley Community School,23,3530,110,MIDDLESEX,NEW BRUNSWICK CITY,96
Paul Robeson Community School,23,3530,123,MIDDLESEX,NEW BRUNSWICK CITY,97
Roosevelt Elementary School,23,3530,125,MIDDLESEX,NEW BRUNSWICK CITY,96
Woodrow Wilson Elementary School,23,3530,140,MIDDLESEX,NEW BRUNSWICK CITY,97
North Brunswick Township High School,23,3620,40,MIDDLESEX,NORTH BRUNSWICK TWP,97
Arthur M. Judd,23,3620,55,MIDDLESEX,NORTH BRUNSWICK TWP,97
John Adams,23,3620,60,MIDDLESEX,NORTH BRUNSWICK TWP,97
Linwood Middle School,23,3620,65,MIDDLESEX,NORTH BRUNSWICK TWP,97
Livingston Park,23,3620,70,MIDDLESEX,NORTH BRUNSWICK TWP,98
Parsons,23,3620,90,MIDDLESEX,NORTH BRUNSWICK TWP,97
Old Bridge High School,23,3845,40,MIDDLESEX,OLD BRIDGE TWP,97
Alan B. Shepard Elementary School,23,3845,82,MIDDLESEX,OLD BRIDGE TWP,97
Carl Sandburg Middle School,23,3845,103,MIDDLESEX,OLD BRIDGE TWP,97
Cheesequake Elementary School,23,3845,105,MIDDLESEX,OLD BRIDGE TWP,98
James A. McDivitt Elementary School,23,3845,108,MIDDLESEX,OLD BRIDGE TWP,97
Jonas Salk Middle School,23,3845,110,MIDDLESEX,OLD BRIDGE TWP,97
Leroy Gordon Cooper Elementary School,23,3845,113,MIDDLESEX,OLD BRIDGE TWP,98
Madison Park Elementary School,23,3845,120,MIDDLESEX,OLD BRIDGE TWP,97
Memorial Elementary School,23,3845,130,MIDDLESEX,OLD BRIDGE TWP,97
M. Scott Carpenter Elementary School,23,3845,133,MIDDLESEX,OLD BRIDGE TWP,97
Raymond E. Voorhees Elementary School,23,3845,140,MIDDLESEX,OLD BRIDGE TWP,97
Southwood Elementary School,23,3845,150,MIDDLESEX,OLD BRIDGE TWP,97
Virgil I. Grissom Elementary School,23,3845,163,MIDDLESEX,OLD BRIDGE TWP,97
Walter M. Schirra Elementary School,23,3845,165,MIDDLESEX,OLD BRIDGE TWP,98
William A. Miller Elementary School,23,3845,170,MIDDLESEX,OLD BRIDGE TWP,98
Perth Amboy High School,23,4090,50,MIDDLESEX,PERTH AMBOY CITY,99
Edward J. Patten Elementary School,23,4090,65,MIDDLESEX,PERTH AMBOY CITY,99
Anthony V. Ceres Elementary School,23,4090,70,MIDDLESEX,PERTH AMBOY CITY,97
Ignacio Cruz Early Childhood Center,23,4090,75,MIDDLESEX,PERTH AMBOY CITY,98
Edmund Hmieleski Early Childhood Center,23,4090,80,MIDDLESEX,PERTH AMBOY CITY,99
Herbert N. Richardson 21st Century School,23,4090,130,MIDDLESEX,PERTH AMBOY CITY,98
William C. McGinnis Middle School,23,4090,140,MIDDLESEX,PERTH AMBOY CITY,99
James J. Flynn Elementary School,23,4090,145,MIDDLESEX,PERTH AMBOY CITY,99
Samuel E. Shull Middle School,23,4090,150,MIDDLESEX,PERTH AMBOY CITY,99
Robert N. Wilentz Elementary School,23,4090,200,MIDDLESEX,PERTH AMBOY CITY,99
Piscataway Township High School,23,4130,50,MIDDLESEX,PISCATAWAY TWP,100
Conackamack Middle School,23,4130,53,MIDDLESEX,PISCATAWAY TWP,100
Quibbletown Middle School,23,4130,55,MIDDLESEX,PISCATAWAY TWP,100
Theodore Schor Middle School,23,4130,57,MIDDLESEX,PISCATAWAY TWP,100
Arbor Elementary School,23,4130,60,MIDDLESEX,PISCATAWAY TWP,100
Dwight D. Eisenhower Elementary School,23,4130,65,MIDDLESEX,PISCATAWAY TWP,100
Grandview Elementary School,23,4130,80,MIDDLESEX,PISCATAWAY TWP,100
Knollwood Elementary School,23,4130,100,MIDDLESEX,PISCATAWAY TWP,100
Martin Luther King Elementary School,23,4130,105,MIDDLESEX,PISCATAWAY TWP,100
Randolphville Elementary School,23,4130,120,MIDDLESEX,PISCATAWAY TWP,100
Sayreville War Memorial High School,23,4660,50,MIDDLESEX,SAYREVILLE BORO,99
Sayreville Middle School,23,4660,55,MIDDLESEX,SAYREVILLE BORO,99
Emma Arleth Elementary School,23,4660,60,MIDDLESEX,SAYREVILLE BORO,99
Dwight D. Eisenhower Elementary School,23,4660,70,MIDDLESEX,SAYREVILLE BORO,99
Harry S. Truman Elementary School,23,4660,75,MIDDLESEX,SAYREVILLE BORO,98
Samsel Upper Elementary School,23,4660,85,MIDDLESEX,SAYREVILLE BORO,98
Woodrow Wilson Elementary School,23,4660,120,MIDDLESEX,SAYREVILLE BORO,99
South Amboy Middle/High School,23,4830,30,MIDDLESEX,SOUTH AMBOY CITY,96
South Amboy Elementary,23,4830,60,MIDDLESEX,SOUTH AMBOY CITY,97
South Brunswick High School,23,4860,50,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Brunswick Acres Elementary School,23,4860,55,MIDDLESEX,SOUTH BRUNSWICK TWP,98
Cambridge Elementary School,23,4860,60,MIDDLESEX,SOUTH BRUNSWICK TWP,96
Constable Elementary School,23,4860,70,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Crossroads South Middle School,23,4860,75,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Brooks Crossing Elementary School,23,4860,85,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Greenbrook Elementary School,23,4860,95,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Indian Fields Elementary School,23,4860,100,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Monmouth Junction Elementary School,23,4860,110,MIDDLESEX,SOUTH BRUNSWICK TWP,99
Crossroads North Middle School,23,4860,150,MIDDLESEX,SOUTH BRUNSWICK TWP,99
South Plainfield High School,23,4910,50,MIDDLESEX,SOUTH PLAINFIELD BORO,98
South Plainfield Middle School,23,4910,53,MIDDLESEX,SOUTH PLAINFIELD BORO,97
John F Kennedy Elementary School,23,4910,55,MIDDLESEX,SOUTH PLAINFIELD BORO,98
John E Riley Elementary School,23,4910,58,MIDDLESEX,SOUTH PLAINFIELD BORO,97
Franklin Elementary School,23,4910,60,MIDDLESEX,SOUTH PLAINFIELD BORO,97
Grant Elementary School,23,4910,70,MIDDLESEX,SOUTH PLAINFIELD BORO,98
Roosevelt Elementary School,23,4910,80,MIDDLESEX,SOUTH PLAINFIELD BORO,98
Roosevelt/Administration,23,4910,85,MIDDLESEX,SOUTH PLAINFIELD BORO,98
South River High School,23,4920,50,MIDDLESEX,SOUTH RIVER BORO,97
South River Middle School,23,4920,55,MIDDLESEX,SOUTH RIVER BORO,96
South River Elementary School,23,4920,65,MIDDLESEX,SOUTH RIVER BORO,97
South River Primary School,23,4920,70,MIDDLESEX,SOUTH RIVER BORO,96
Spotswood High School,23,4970,40,MIDDLESEX,SPOTSWOOD BORO,97
E Raymond Appleby Elementary School,23,4970,50,MIDDLESEX,SPOTSWOOD BORO,98
G Austin Schoenly Elementary School,23,4970,60,MIDDLESEX,SPOTSWOOD BORO,97
Spotswood Memorial Middle School,23,4970,90,MIDDLESEX,SPOTSWOOD BORO,97
COLONIA HIGH SCHOOL,23,5850,20,MIDDLESEX,WOODBRIDGE TWP,97
JOHN F. KENNEDY HIGH SCHOOL,23,5850,40,MIDDLESEX,WOODBRIDGE TWP,96
AVENEL MIDDLE SCHOOL,23,5850,45,MIDDLESEX,WOODBRIDGE TWP,96
WOODBRIDGE HIGH SCHOOL,23,5850,50,MIDDLESEX,WOODBRIDGE TWP,97
COLONIA MIDDLE SCHOOL,23,5850,60,MIDDLESEX,WOODBRIDGE TWP,97
FORDS MIDDLE SCHOOL,23,5850,70,MIDDLESEX,WOODBRIDGE TWP,97
ISELIN MIDDLE SCHOOL,23,5850,80,MIDDLESEX,WOODBRIDGE TWP,97
WOODBRIDGE MIDDLE SCHOOL,23,5850,90,MIDDLESEX,WOODBRIDGE TWP,95
AVENEL STREET ELEMENTARY SCHOOL,23,5850,100,MIDDLESEX,WOODBRIDGE TWP,97
ROBERT MASCENICK ELEMENTARY SCHOOL,23,5850,110,MIDDLESEX,WOODBRIDGE TWP,97
CLAREMONT AVENUE ELEMENTARY SCHOOL,23,5850,120,MIDDLESEX,WOODBRIDGE TWP,96
FORD AVENUE ELEMENTARY SCHOOL,23,5850,140,MIDDLESEX,WOODBRIDGE TWP,95
MATTHEW JAGO ELEMENTARY SCHOOL,23,5850,150,MIDDLESEX,WOODBRIDGE TWP,97
INDIANA AVENUE ELEMENTARY SCHOOL,23,5850,160,MIDDLESEX,WOODBRIDGE TWP,97
KENNEDY PARK ELEMENTARY SCHOOL,23,5850,180,MIDDLESEX,WOODBRIDGE TWP,97
LAFAYETTE ESTATES ELEMENTARY SCHOOL,23,5850,200,MIDDLESEX,WOODBRIDGE TWP,96
LYNN CREST ELEMENTARY SCHOOL,23,5850,210,MIDDLESEX,WOODBRIDGE TWP,96
MAWBEY STREET ELEMENTARY SCHOOL,23,5850,220,MIDDLESEX,WOODBRIDGE TWP,95
MENLO PARK TERRACE ELEMENTARY SCHOOL,23,5850,230,MIDDLESEX,WOODBRIDGE TWP,98
OAK RIDGE HEIGHTS SCHOOL,23,5850,240,MIDDLESEX,WOODBRIDGE TWP,98
PENNSYLVANIA AVENUE SCHOOL,23,5850,260,MIDDLESEX,WOODBRIDGE TWP,98
PORT READING SCHOOL,23,5850,275,MIDDLESEX,WOODBRIDGE TWP,95
ROSS STREET ELEMENTARY SCHOOL,23,5850,280,MIDDLESEX,WOODBRIDGE TWP,97
Reaching Individual Student Excellence,23,5850,300,MIDDLESEX,WOODBRIDGE TWP,99
WOODBINE AVENUE ELEMENTARY SCHOOL,23,5850,320,MIDDLESEX,WOODBRIDGE TWP,97
Asbury Park High School,25,100,10,MONMOUTH,ASBURY PARK CITY,94
BARRACK OBAMA ELEMENTARY SCHOOL,25,100,20,MONMOUTH,ASBURY PARK CITY,92
Bradley Elementary School,25,100,40,MONMOUTH,ASBURY PARK CITY,75
Asbury Park Middle School,25,100,70,MONMOUTH,ASBURY PARK CITY,94
Thurgood Marshall Elementary School,25,100,100,MONMOUTH,ASBURY PARK CITY,93
Atlantic Highlands Elementary School,25,130,20,MONMOUTH,ATLANTIC HIGHLANDS BORO,0
AVON ELEMENTARY SCHOOL,25,180,10,MONMOUTH,AVON BORO,98
Belmar Elementary,25,270,20,MONMOUTH,BELMAR BORO,97
Bradley Beach Elementary School,25,500,20,MONMOUTH,BRADLEY BEACH BORO,97
Brielle Elementary School,25,560,20,MONMOUTH,BRIELLE BORO,98
Cedar Drive Middle School,25,945,30,MONMOUTH,COLTS NECK TWP,98
Conover Road Elementary School,25,945,50,MONMOUTH,COLTS NECK TWP,98
Conover Road Primary School,25,945,60,MONMOUTH,COLTS NECK TWP,97
Deal Elementary School,25,1000,40,MONMOUTH,DEAL BORO,97
Margaret L Vetter,25,1260,60,MONMOUTH,EATONTOWN BORO,96
Memorial Middle School,25,1260,70,MONMOUTH,EATONTOWN BORO,96
Meadowbrook,25,1260,80,MONMOUTH,EATONTOWN BORO,97
Woodmere,25,1260,110,MONMOUTH,EATONTOWN BORO,97
Knollwood School,25,1440,50,MONMOUTH,FAIR HAVEN BORO,98
Viola L Sickles School,25,1440,60,MONMOUTH,FAIR HAVEN BORO,95
Farmingdale Elementary,25,1490,50,MONMOUTH,FARMINGDALE BORO,95
Freehold Learning Center,25,1640,40,MONMOUTH,FREEHOLD BORO,95
Freehold Intermediate School,25,1640,60,MONMOUTH,FREEHOLD BORO,97
Park Avenue Elementary School,25,1640,70,MONMOUTH,FREEHOLD BORO,96
Colts Neck High School,25,1650,10,MONMOUTH,FREEHOLD REGIONAL,97
Freehold Borough High School,25,1650,50,MONMOUTH,FREEHOLD REGIONAL,98
Freehold Township High School,25,1650,55,MONMOUTH,FREEHOLD REGIONAL,98
Howell High School,25,1650,60,MONMOUTH,FREEHOLD REGIONAL,98
Manalapan High School,25,1650,70,MONMOUTH,FREEHOLD REGIONAL,97
Marlboro High School,25,1650,80,MONMOUTH,FREEHOLD REGIONAL,98
Joseph J Catena School,25,1660,20,MONMOUTH,FREEHOLD TWP,98
C. Richard Applegate School,25,1660,21,MONMOUTH,FREEHOLD TWP,98
Clifton T. Barkalow School,25,1660,23,MONMOUTH,FREEHOLD TWP,97
Dwight D. Eisenhower School,25,1660,24,MONMOUTH,FREEHOLD TWP,97
Marshall W. Errickson School,25,1660,25,MONMOUTH,FREEHOLD TWP,97
Laura Donovan School,25,1660,26,MONMOUTH,FREEHOLD TWP,97
West Freehold School,25,1660,30,MONMOUTH,FREEHOLD TWP,97
Early Childhood Learning Center,25,1660,70,MONMOUTH,FREEHOLD TWP,96
Raritan High School,25,2105,50,MONMOUTH,HAZLET TWP,97
Beers Street School,25,2105,60,MONMOUTH,HAZLET TWP,98
Cove Road School,25,2105,70,MONMOUTH,HAZLET TWP,97
Lillian Drive School,25,2105,85,MONMOUTH,HAZLET TWP,95
Middle Road School,25,2105,90,MONMOUTH,HAZLET TWP,96
Raritan Valley School,25,2105,95,MONMOUTH,HAZLET TWP,98
Sycamore Drive Early Childhood Learning Center,25,2105,100,MONMOUTH,HAZLET TWP,98
Hazlet Middle School,25,2105,105,MONMOUTH,HAZLET TWP,97
Henry Hudson Regional School,25,2120,50,MONMOUTH,HENRY HUDSON REGIONAL,98
Highlands Elementary School,25,2160,50,MONMOUTH,HIGHLANDS BORO,97
Holmdel High School,25,2230,20,MONMOUTH,HOLMDEL TWP,98
William R. Satz School,25,2230,30,MONMOUTH,HOLMDEL TWP,97
Indian Hill School,25,2230,50,MONMOUTH,HOLMDEL TWP,97
Village School,25,2230,80,MONMOUTH,HOLMDEL TWP,97
ADELPHIA ELEMENTARY SCHOOL,25,2290,3,MONMOUTH,HOWELL TWP,97
Aldrich Elementary School,25,2290,5,MONMOUTH,HOWELL TWP,97
Ardena Elementary School,25,2290,10,MONMOUTH,HOWELL TWP,97
Greenville Elementary School,25,2290,12,MONMOUTH,HOWELL TWP,97
Edith M. Griebling Elementary School,25,2290,20,MONMOUTH,HOWELL TWP,97
Howell Township Middle School North,25,2290,25,MONMOUTH,HOWELL TWP,97
Howell Township Middle School South,25,2290,27,MONMOUTH,HOWELL TWP,96
Land O'Pines Elementary School,25,2290,30,MONMOUTH,HOWELL TWP,97
Newbury Elementary School,25,2290,32,MONMOUTH,HOWELL TWP,97
Ramtown Elementary School,25,2290,35,MONMOUTH,HOWELL TWP,97
Howell Township Memorial Elementary School,25,2290,45,MONMOUTH,HOWELL TWP,97
Taunton Elementary School,25,2290,60,MONMOUTH,HOWELL TWP,96
Keansburg High School,25,2400,10,MONMOUTH,KEANSBURG BORO,97
Joseph R. Bolger Middle School,25,2400,30,MONMOUTH,KEANSBURG BORO,96
Port Monmouth Road School,25,2400,40,MONMOUTH,KEANSBURG BORO,91
Joseph C. Caruso School,25,2400,50,MONMOUTH,KEANSBURG BORO,97
Keyport High School,25,2430,50,MONMOUTH,KEYPORT BORO,97
Keyport Central School,25,2430,60,MONMOUTH,KEYPORT BORO,96
MARKHAM PLACE,25,2720,50,MONMOUTH,LITTLE SILVER BORO,97
POINT ROAD SCHOOL,25,2720,60,MONMOUTH,LITTLE SILVER BORO,98
Long Branch High School,25,2770,50,MONMOUTH,LONG BRANCH CITY,94
Long Branch Middle School,25,2770,60,MONMOUTH,LONG BRANCH CITY,96
A A Anastasia Elementary School,25,2770,65,MONMOUTH,LONG BRANCH CITY,94
Morris Avenue Elementry School,25,2770,80,MONMOUTH,LONG BRANCH CITY,94
Joseph M. Ferraina Early Childhood Learning Center,25,2770,85,MONMOUTH,LONG BRANCH CITY,94
Gregory Elementary School,25,2770,110,MONMOUTH,LONG BRANCH CITY,96
Lenna W. Conrow Elementary School,25,2770,120,MONMOUTH,LONG BRANCH CITY,92
George L Catrambone,25,2770,300,MONMOUTH,LONG BRANCH CITY,95
Clark Mills School,25,2920,50,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Lafayette Mills School,25,2920,55,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Manalapan-Englishtown Middle School,25,2920,60,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Milford Brook School,25,2920,63,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,97
Pine Brook School,25,2920,75,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Taylor Mills School,25,2920,90,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Wemrock Brook School,25,2920,110,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
John I. Dawes Early Learning Center,25,2920,120,MONMOUTH,MANALAPAN-ENGLISHTOWN REG,98
Manasquan High School,25,2930,50,MONMOUTH,MANASQUAN BORO,91
Manasquan Elementary School,25,2930,60,MONMOUTH,MANASQUAN BORO,88
Frank Defino Central Elementary School,25,3030,30,MONMOUTH,MARLBORO TWP,97
Frank J. Dugan Elementary School,25,3030,40,MONMOUTH,MARLBORO TWP,98
David C Abbott Early Learning Center,25,3030,43,MONMOUTH,MARLBORO TWP,97
Marlboro Elementary School,25,3030,45,MONMOUTH,MARLBORO TWP,97
Marlboro Memorial Middle School,25,3030,48,MONMOUTH,MARLBORO TWP,98
Marlboro Middle School,25,3030,50,MONMOUTH,MARLBORO TWP,97
Robertsville Elementary School,25,3030,60,MONMOUTH,MARLBORO TWP,98
Asher Holmes Elementary School,25,3030,70,MONMOUTH,MARLBORO TWP,97
Cambridge Park Elementary School,25,3040,40,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Matawan Regional High School,25,3040,50,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,99
Matawan-Aberdeen Middle School,25,3040,53,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Cliffwood Elementary School,25,3040,60,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Lloyd Road Elementary School,25,3040,65,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Ravine Drive Elementary School,25,3040,75,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Strathmore Elementary School,25,3040,80,MONMOUTH,MATAWAN-ABERDEEN REGIONAL,98
Middletown High School North,25,3160,50,MONMOUTH,MIDDLETOWN TWP,97
Middletown High School South,25,3160,53,MONMOUTH,MIDDLETOWN TWP,97
Bayshore Middle School,25,3160,55,MONMOUTH,MIDDLETOWN TWP,98
Thompson Middle School,25,3160,57,MONMOUTH,MIDDLETOWN TWP,98
Thorne Middle School,25,3160,59,MONMOUTH,MIDDLETOWN TWP,97
Bayview Elementary School,25,3160,60,MONMOUTH,MIDDLETOWN TWP,97
Ocean Avenue Elementary School,25,3160,80,MONMOUTH,MIDDLETOWN TWP,97
Fairview Elementary School,25,3160,90,MONMOUTH,MIDDLETOWN TWP,97
Harmony Elementary School,25,3160,95,MONMOUTH,MIDDLETOWN TWP,97
Leonardo Elementary School,25,3160,110,MONMOUTH,MIDDLETOWN TWP,97
Lincroft Elementary School,25,3160,120,MONMOUTH,MIDDLETOWN TWP,97
Middletown Village Elementary School,25,3160,130,MONMOUTH,MIDDLETOWN TWP,98
Navesink Elementary School,25,3160,140,MONMOUTH,MIDDLETOWN TWP,97
New Monmouth Elementary School,25,3160,143,MONMOUTH,MIDDLETOWN TWP,97
Nut Swamp Elementary School,25,3160,145,MONMOUTH,MIDDLETOWN TWP,97
Port Monmouth Elementary School,25,3160,150,MONMOUTH,MIDDLETOWN TWP,97
River Plaza Elementary School,25,3160,160,MONMOUTH,MIDDLETOWN TWP,97
Millstone Township Middle School,25,3200,40,MONMOUTH,MILLSTONE TWP,98
Millstone Township Elementary School,25,3200,60,MONMOUTH,MILLSTONE TWP,98
Millstone Township Primary School,25,3200,80,MONMOUTH,MILLSTONE TWP,97
Monmouth Beach Elementary School,25,3250,50,MONMOUTH,MONMOUTH BEACH BORO,96
Communications High School,25,3260,4,MONMOUTH,MONMOUTH CO VOCATIONAL,0
HIGH TECHNOLOGY HIGH SCHOOL,25,3260,10,MONMOUTH,MONMOUTH CO VOCATIONAL,0
MARINE ACADEMY OF SCIENCE AND TECHNOLOGY,25,3260,20,MONMOUTH,MONMOUTH CO VOCATIONAL,0
ACADEMY OF ALLIED HEALTH AND SCIENCE,25,3260,25,MONMOUTH,MONMOUTH CO VOCATIONAL,0
BIOTECHNOLOGY HIGH SCHOOL,25,3260,28,MONMOUTH,MONMOUTH CO VOCATIONAL,0
MONMOUTH COUNTY CAREER CENTER,25,3260,40,MONMOUTH,MONMOUTH CO VOCATIONAL,0
MONMOUTH COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,25,3260,50,MONMOUTH,MONMOUTH CO VOCATIONAL,0
Academy of Law & Public Safety,25,3260,301,MONMOUTH,MONMOUTH CO VOCATIONAL,0
Monmouth Regional High School,25,3270,50,MONMOUTH,MONMOUTH REGIONAL,96
Woodrow Wilson,25,3500,60,MONMOUTH,NEPTUNE CITY,95
NEPTUNE HIGH SCHOOL,25,3510,50,MONMOUTH,NEPTUNE TWP,98
NEPTUNE MIDDLE SCHOOL,25,3510,55,MONMOUTH,NEPTUNE TWP,98
EARLY CHILDHOOD CENTER,25,3510,59,MONMOUTH,NEPTUNE TWP,98
Gables Elementary School,25,3510,61,MONMOUTH,NEPTUNE TWP,98
Green Grove Elementary School,25,3510,63,MONMOUTH,NEPTUNE TWP,99
Midtown Community Elementary School,25,3510,80,MONMOUTH,NEPTUNE TWP,98
Shark River Hills Elementary School,25,3510,90,MONMOUTH,NEPTUNE TWP,98
Summerfiled Elementary School,25,3510,100,MONMOUTH,NEPTUNE TWP,98
Ocean Township High School,25,3810,30,MONMOUTH,OCEAN TWP,93
Township of Ocean Intermediate School,25,3810,40,MONMOUTH,OCEAN TWP,91
Ocean Township Elementary School,25,3810,60,MONMOUTH,OCEAN TWP,92
Wanamassa Elementary School,25,3810,70,MONMOUTH,OCEAN TWP,92
Wayside Elementary School,25,3810,80,MONMOUTH,OCEAN TWP,91
MAPLE PLACE MIDDLE SCHOOL,25,3830,30,MONMOUTH,OCEANPORT BORO,95
WOLF HILL ELEMENTARY SCHOOL,25,3830,50,MONMOUTH,OCEANPORT BORO,95
Red Bank Middle School,25,4360,60,MONMOUTH,RED BANK BORO,99
Red Bank Primary School,25,4360,75,MONMOUTH,RED BANK BORO,98
RED BANK REGIONAL HIGH SCHOOL,25,4365,50,MONMOUTH,RED BANK REGIONAL,97
Roosevelt Public School,25,4520,50,MONMOUTH,ROOSEVELT BORO,97
Deane-Porter Elementary School,25,4570,40,MONMOUTH,RUMSON BORO,97
Forrestdale School,25,4570,50,MONMOUTH,RUMSON BORO,97
RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,25,4580,50,MONMOUTH,RUMSON-FAIR HAVEN REG,97
Sea Girt Elementary School,25,4690,50,MONMOUTH,SEA GIRT BORO,97
SHORE REGIONAL HIGH SCHOOL,25,4760,50,MONMOUTH,SHORE REGIONAL,98
Shrewsbury Borough Elementary School,25,4770,50,MONMOUTH,SHREWSBURY BORO,100
H W Mountz Elementary School,25,4980,50,MONMOUTH,SPRING LAKE BORO,96
Spring Lake Heights Elementary School,25,4990,50,MONMOUTH,SPRING LAKE HEIGHTS BORO,97
Mahala F. Atchison School,25,5185,30,MONMOUTH,TINTON FALLS,93
Swimming River School,25,5185,50,MONMOUTH,TINTON FALLS,91
Tinton Falls Middle School,25,5185,70,MONMOUTH,TINTON FALLS,94
Memorial School,25,5230,50,MONMOUTH,UNION BEACH,96
Allentown High School,25,5310,50,MONMOUTH,UPPER FREEHOLD REGIONAL,98
Newell Elementary School,25,5310,60,MONMOUTH,UPPER FREEHOLD REGIONAL,97
Stonebridge Middle School,25,5310,70,MONMOUTH,UPPER FREEHOLD REGIONAL,97
Wall High School,25,5420,50,MONMOUTH,WALL TWP,96
Allenwood Elementary School,25,5420,60,MONMOUTH,WALL TWP,97
Central Elementary School,25,5420,70,MONMOUTH,WALL TWP,96
Wall Intermediate School,25,5420,75,MONMOUTH,WALL TWP,96
Old Mill Elementary School,25,5420,77,MONMOUTH,WALL TWP,97
Wall Primary School,25,5420,78,MONMOUTH,WALL TWP,98
West Belmar Elementary School,25,5420,80,MONMOUTH,WALL TWP,95
Frank Antonides School,25,5640,50,MONMOUTH,WEST LONG BRANCH BORO,93
Betty McElmon Elementary,25,5640,80,MONMOUTH,WEST LONG BRANCH BORO,92
Boonton High School,27,450,20,MORRIS,BOONTON TOWN,97
John Hill School,27,450,30,MORRIS,BOONTON TOWN,97
School Street School,27,450,40,MORRIS,BOONTON TOWN,97
Rockaway Valley School,27,460,60,MORRIS,BOONTON TWP,98
Butler High School,27,630,20,MORRIS,BUTLER BORO,99
Aaron Decker School,27,630,25,MORRIS,BUTLER BORO,99
Richard Butler School,27,630,30,MORRIS,BUTLER BORO,99
Chatham High School,27,785,10,MORRIS,SCH DIST OF THE CHATHAMS,99
Chatham Middle School,27,785,30,MORRIS,SCH DIST OF THE CHATHAMS,99
Lafayette Avenus School,27,785,50,MORRIS,SCH DIST OF THE CHATHAMS,99
Milton Avenue School,27,785,60,MORRIS,SCH DIST OF THE CHATHAMS,98
Washington Avenue School,27,785,70,MORRIS,SCH DIST OF THE CHATHAMS,99
Southern Boulevard School,27,785,80,MORRIS,SCH DIST OF THE CHATHAMS,99
Black River Middle School,27,820,20,MORRIS,CHESTER TWP,98
BRAGG ELEMENTARY SCHOOL,27,820,30,MORRIS,CHESTER TWP,97
DICKERSON ELEMENTARY SCHOOL,27,820,40,MORRIS,CHESTER TWP,97
Lakeview Elementary School,27,1090,50,MORRIS,DENVILLE TWP,97
Riverview Elementary School,27,1090,70,MORRIS,DENVILLE TWP,97
Valleyview Middle School,27,1090,80,MORRIS,DENVILLE TWP,97
Dover High School,27,1110,40,MORRIS,DOVER TOWN,98
Academy Street Elementary School,27,1110,50,MORRIS,DOVER TOWN,97
East Dover Elementary School,27,1110,60,MORRIS,DOVER TOWN,95
Dover Middle School,27,1110,65,MORRIS,DOVER TOWN,98
North Dover Elementary School,27,1110,70,MORRIS,DOVER TOWN,98
Central Elementary School,27,1190,30,MORRIS,EAST HANOVER TWP,99
Frank J Smith Elementary,27,1190,35,MORRIS,EAST HANOVER TWP,99
East Hanover Middle School,27,1190,50,MORRIS,EAST HANOVER TWP,99
BRIARWOOD SCHOOL,27,1530,15,MORRIS,FLORHAM PARK BORO,91
BROOKLAKE SCHOOL,27,1530,20,MORRIS,FLORHAM PARK BORO,94
RIDGEDALE MIDDLE SCHOOL,27,1530,30,MORRIS,FLORHAM PARK BORO,93
Hanover Park High School,27,1990,50,MORRIS,HANOVER PARK REGIONAL,95
Whippany Park High School,27,1990,70,MORRIS,HANOVER PARK REGIONAL,96
Bee Meadow School,27,2000,25,MORRIS,HANOVER TWP,97
Memorial Junior School,27,2000,40,MORRIS,HANOVER TWP,97
Mountview Road School,27,2000,50,MORRIS,HANOVER TWP,97
Salem Drive School,27,2000,60,MORRIS,HANOVER TWP,97
Harding Township School,27,2010,50,MORRIS,HARDING TOWNSHIP,99
Jefferson Township High School,27,2380,20,MORRIS,JEFFERSON TWP,96
Arthur Stanlick Elementary School,27,2380,28,MORRIS,JEFFERSON TWP,97
Cozy Lake Elementary School,27,2380,33,MORRIS,JEFFERSON TWP,96
